date,time,SP(s),SFR(ml/s),T(C),RH(%),PM_A(ug/m^3),PM_B(ug/m^3),PM_C(ug/m^3)
2025-01-14,05:22:46,4.99,3.7,34.9,62.26,0.01,2.01,191.74
2025-01-14,05:22:56,4.99,3.7,34.94,62.29,0,3.02,307.55
2025-01-14,05:23:06,4.99,3.7,34.95,62.23,0,4.87,165.57
2025-01-14,05:23:16,4.99,3.7,34.93,61.99,0,1.76,55.16
2025-01-14,05:23:26,4.99,3.7,34.94,62.2,0.03,4.37,199.89
2025-01-14,05:23:36,4.99,3.7,34.94,62.08,0,2.19,98.1
2025-01-14,05:23:46,4.99,3.7,34.97,61.94,0,0.38,0.82
2025-01-14,05:23:56,4.99,3.7,34.98,62.16,0.01,2.82,199.41
2025-01-14,05:24:06,4.99,3.7,35,62.24,0,6.61,98.26
2025-01-14,05:24:16,4.99,3.7,35,62.08,0,0.03,0
2025-01-14,05:24:26,4.99,3.7,35.01,61.91,0,0,0
2025-01-14,05:24:36,4.99,3.7,35.01,61.83,0,1.32,33.51
2025-01-14,05:24:46,4.99,3.7,35.03,61.78,0,4.22,58.1
2025-01-14,05:24:56,4.99,3.7,35.03,61.87,0,2.1,67.18
2025-01-14,05:25:06,4.99,3.7,35.06,62.07,0,3.9,40.42
2025-01-14,05:25:16,4.99,3.7,35.04,62.18,0,2.27,231.12
2025-01-14,05:25:26,4.99,3.7,35.06,61.99,0,1.1,14.73
2025-01-14,05:25:36,4.99,3.7,35.07,62.03,0.01,5.41,170.83
2025-01-14,05:25:46,4.99,3.7,35.08,62,0,5.17,180.97
2025-01-14,05:25:56,4.99,3.7,35.06,61.84,0.01,2.76,50.83
2025-01-14,05:26:06,4.99,3.7,35.1,61.77,0,1.55,23.7
2025-01-14,05:26:16,4.99,3.7,35.1,61.91,0,3.13,58.56
2025-01-14,05:26:26,4.99,3.7,35.1,61.9,0,3.85,142.72
2025-01-14,05:26:36,4.99,3.7,35.13,61.96,0,0.37,11.19
2025-01-14,05:26:46,4.99,3.7,35.13,61.91,0.07,5.5,154.53
